Team,Opponent,Venue,ForAgainst,Red_Cards,Corner_Kicks,Fouls_Commited,Yellow_Cards,Shots,Goal_Kicks,Throw_Ins,Tackles,First_Half_Yellow_Cards,SoT,Offsides,Round,Season,Column1,Unnamed: 0
AEL Novibet,GFS Panetolikos,Away,For,0.0,2.0,9.0,1.0,16.0,4.0,14.0,17.0,0.0,3.0,2.0,Gameweek 10,2026,,
AEL Novibet,GFS Panetolikos,Away,Against,0.0,4.0,7.0,1.0,9.0,12.0,13.0,5.0,0.0,5.0,3.0,Gameweek 10,2026,,
AE Kifisia,Olympiacos FC,Home,For,1.0,1.0,14.0,5.0,9.0,9.0,13.0,16.0,3.0,3.0,0.0,Gameweek 10,2026,,
AE Kifisia,Olympiacos FC,Home,Against,0.0,10.0,14.0,1.0,18.0,4.0,30.0,15.0,1.0,8.0,3.0,Gameweek 10,2026,,
Olympiacos FC,AE Kifisia,Away,For,0.0,10.0,14.0,1.0,18.0,4.0,30.0,15.0,1.0,8.0,3.0,Gameweek 10,2026,,
Olympiacos FC,AE Kifisia,Away,Against,1.0,1.0,14.0,5.0,9.0,9.0,13.0,16.0,3.0,3.0,0.0,Gameweek 10,2026,,
Aris Thessaloniki,Asteras Aktor,Home,For,1.0,4.0,19.0,2.0,6.0,9.0,18.0,8.0,0.0,2.0,2.0,Gameweek 10,2026,,
Aris Thessaloniki,Asteras Aktor,Home,Against,0.0,6.0,23.0,6.0,12.0,6.0,23.0,7.0,1.0,4.0,1.0,Gameweek 10,2026,,
Asteras Aktor,Aris Thessaloniki,Away,For,0.0,6.0,23.0,6.0,12.0,6.0,23.0,7.0,1.0,4.0,1.0,Gameweek 10,2026,,
Asteras Aktor,Aris Thessaloniki,Away,Against,1.0,4.0,19.0,2.0,6.0,9.0,18.0,8.0,0.0,2.0,2.0,Gameweek 10,2026,,
APO Levadiakos,MGS Panserraikos,Home,For,0.0,6.0,6.0,1.0,17.0,5.0,30.0,16.0,0.0,9.0,2.0,Gameweek 10,2026,,
APO Levadiakos,MGS Panserraikos,Home,Against,0.0,4.0,11.0,4.0,8.0,8.0,15.0,17.0,2.0,2.0,1.0,Gameweek 10,2026,,
MGS Panserraikos,APO Levadiakos,Away,For,0.0,4.0,11.0,4.0,8.0,8.0,15.0,17.0,2.0,2.0,1.0,Gameweek 10,2026,,
MGS Panserraikos,APO Levadiakos,Away,Against,0.0,6.0,6.0,1.0,17.0,5.0,30.0,16.0,0.0,9.0,2.0,Gameweek 10,2026,,
OFI Crete,AEK Athens,Home,For,0.0,0.0,17.0,2.0,4.0,15.0,21.0,21.0,1.0,0.0,1.0,Gameweek 10,2026,,
OFI Crete,AEK Athens,Home,Against,0.0,6.0,16.0,2.0,23.0,9.0,32.0,8.0,2.0,7.0,4.0,Gameweek 10,2026,,
AEK Athens,OFI Crete,Away,For,0.0,6.0,16.0,2.0,23.0,9.0,32.0,8.0,2.0,7.0,4.0,Gameweek 10,2026,,
AEK Athens,OFI Crete,Away,Against,0.0,0.0,17.0,2.0,4.0,15.0,21.0,21.0,1.0,0.0,1.0,Gameweek 10,2026,,
APS Atromitos Athinon,NPS Volos,Home,For,0.0,7.0,16.0,2.0,23.0,3.0,30.0,21.0,1.0,4.0,0.0,Gameweek 10,2026,,
APS Atromitos Athinon,NPS Volos,Home,Against,0.0,0.0,16.0,4.0,4.0,12.0,23.0,7.0,2.0,4.0,2.0,Gameweek 10,2026,,
NPS Volos,APS Atromitos Athinon,Away,For,0.0,0.0,16.0,4.0,4.0,12.0,23.0,7.0,2.0,4.0,2.0,Gameweek 10,2026,,
NPS Volos,APS Atromitos Athinon,Away,Against,0.0,7.0,16.0,2.0,23.0,3.0,30.0,21.0,1.0,4.0,0.0,Gameweek 10,2026,,
Panathinaikos,PAOK,Home,For,0.0,3.0,16.0,4.0,6.0,8.0,27.0,19.0,1.0,3.0,2.0,Gameweek 10,2026,,
Panathinaikos,PAOK,Home,Against,0.0,5.0,16.0,3.0,6.0,9.0,31.0,12.0,0.0,1.0,1.0,Gameweek 10,2026,,
PAOK,Panathinaikos,Away,For,0.0,5.0,16.0,3.0,6.0,9.0,31.0,12.0,0.0,1.0,1.0,Gameweek 10,2026,,
PAOK,Panathinaikos,Away,Against,0.0,3.0,16.0,4.0,6.0,8.0,27.0,19.0,1.0,3.0,2.0,Gameweek 10,2026,,
Asteras Aktor,GFS Panetolikos,Home,For,1.0,3.0,9.0,4.0,6.0,8.0,21.0,14.0,1.0,3.0,1.0,Gameweek 11,2026,,
Asteras Aktor,GFS Panetolikos,Home,Against,0.0,3.0,16.0,1.0,8.0,5.0,21.0,13.0,0.0,4.0,1.0,Gameweek 11,2026,,
GFS Panetolikos,Asteras Aktor,Away,For,0.0,3.0,16.0,1.0,8.0,5.0,21.0,13.0,0.0,4.0,1.0,Gameweek 11,2026,,
GFS Panetolikos,Asteras Aktor,Away,Against,1.0,3.0,9.0,4.0,6.0,8.0,21.0,14.0,1.0,3.0,1.0,Gameweek 11,2026,,
Olympiacos FC,APS Atromitos Athinon,Home,For,0.0,7.0,5.0,0.0,27.0,5.0,16.0,13.0,0.0,7.0,1.0,Gameweek 11,2026,,
Olympiacos FC,APS Atromitos Athinon,Home,Against,0.0,1.0,13.0,2.0,6.0,14.0,23.0,14.0,2.0,2.0,1.0,Gameweek 11,2026,,
APS Atromitos Athinon,Olympiacos FC,Away,For,0.0,1.0,13.0,2.0,6.0,14.0,23.0,14.0,2.0,2.0,1.0,Gameweek 11,2026,,
APS Atromitos Athinon,Olympiacos FC,Away,Against,0.0,7.0,5.0,0.0,27.0,5.0,16.0,13.0,0.0,7.0,1.0,Gameweek 11,2026,,
MGS Panserraikos,Panathinaikos,Home,For,0.0,3.0,13.0,2.0,10.0,8.0,16.0,14.0,1.0,2.0,1.0,Gameweek 11,2026,,
MGS Panserraikos,Panathinaikos,Home,Against,0.0,8.0,7.0,1.0,18.0,7.0,21.0,20.0,1.0,6.0,2.0,Gameweek 11,2026,,
Panathinaikos,MGS Panserraikos,Away,For,0.0,8.0,7.0,1.0,18.0,7.0,21.0,20.0,1.0,6.0,2.0,Gameweek 11,2026,,
Panathinaikos,MGS Panserraikos,Away,Against,0.0,3.0,13.0,2.0,10.0,8.0,16.0,14.0,1.0,2.0,1.0,Gameweek 11,2026,,
PAOK,AE Kifisia,Home,For,0.0,8.0,9.0,1.0,19.0,4.0,25.0,10.0,0.0,6.0,6.0,Gameweek 11,2026,,
PAOK,AE Kifisia,Home,Against,1.0,4.0,17.0,7.0,6.0,13.0,11.0,14.0,2.0,2.0,1.0,Gameweek 11,2026,,
AE Kifisia,PAOK,Away,For,1.0,4.0,17.0,7.0,6.0,13.0,11.0,14.0,2.0,2.0,1.0,Gameweek 11,2026,,
AE Kifisia,PAOK,Away,Against,0.0,8.0,9.0,1.0,19.0,4.0,25.0,10.0,0.0,6.0,6.0,Gameweek 11,2026,,
AEK Athens,Aris Thessaloniki,Home,For,0.0,10.0,13.0,3.0,27.0,4.0,19.0,22.0,1.0,7.0,0.0,Gameweek 11,2026,,
AEK Athens,Aris Thessaloniki,Home,Against,0.0,1.0,11.0,2.0,6.0,12.0,13.0,13.0,0.0,3.0,0.0,Gameweek 11,2026,,
Aris Thessaloniki,AEK Athens,Away,For,0.0,1.0,11.0,2.0,6.0,12.0,13.0,13.0,0.0,3.0,0.0,Gameweek 11,2026,,
Aris Thessaloniki,AEK Athens,Away,Against,0.0,10.0,13.0,3.0,27.0,4.0,19.0,22.0,1.0,7.0,0.0,Gameweek 11,2026,,
NPS Volos,APO Levadiakos,Home,For,0.0,2.0,17.0,3.0,20.0,4.0,23.0,12.0,1.0,5.0,1.0,Gameweek 11,2026,,
NPS Volos,APO Levadiakos,Home,Against,0.0,2.0,15.0,2.0,12.0,8.0,17.0,22.0,2.0,5.0,1.0,Gameweek 11,2026,,
APO Levadiakos,NPS Volos,Away,For,0.0,2.0,15.0,2.0,12.0,8.0,17.0,22.0,2.0,5.0,1.0,Gameweek 11,2026,,
APO Levadiakos,NPS Volos,Away,Against,0.0,2.0,17.0,3.0,20.0,4.0,23.0,12.0,1.0,5.0,1.0,Gameweek 11,2026,,
AEL Novibet,OFI Crete,Home,For,0.0,6.0,23.0,4.0,18.0,3.0,22.0,14.0,2.0,6.0,3.0,Gameweek 11,2026,,
AEL Novibet,OFI Crete,Home,Against,0.0,3.0,13.0,3.0,8.0,9.0,15.0,11.0,1.0,4.0,1.0,Gameweek 11,2026,,
OFI Crete,AEL Novibet,Away,For,0.0,3.0,13.0,3.0,8.0,9.0,15.0,11.0,1.0,4.0,1.0,Gameweek 11,2026,,
OFI Crete,AEL Novibet,Away,Against,0.0,6.0,23.0,4.0,18.0,3.0,22.0,14.0,2.0,6.0,3.0,Gameweek 11,2026,,
OFI Crete,NPS Volos,Home,For,0.0,1.0,16.0,2.0,4.0,16.0,18.0,16.0,2.0,1.0,4.0,Gameweek 12,2026,,
OFI Crete,NPS Volos,Home,Against,0.0,5.0,23.0,3.0,16.0,4.0,15.0,15.0,1.0,4.0,2.0,Gameweek 12,2026,,
NPS Volos,OFI Crete,Away,For,0.0,5.0,23.0,3.0,16.0,4.0,15.0,15.0,1.0,4.0,2.0,Gameweek 12,2026,,
NPS Volos,OFI Crete,Away,Against,0.0,1.0,16.0,2.0,4.0,16.0,18.0,16.0,2.0,1.0,4.0,Gameweek 12,2026,,
AE Kifisia,MGS Panserraikos,Home,For,1.0,4.0,11.0,2.0,21.0,5.0,12.0,6.0,1.0,6.0,1.0,Gameweek 12,2026,,
AE Kifisia,MGS Panserraikos,Home,Against,1.0,4.0,13.0,3.0,6.0,9.0,17.0,8.0,1.0,1.0,3.0,Gameweek 12,2026,,
MGS Panserraikos,AE Kifisia,Away,For,1.0,4.0,13.0,3.0,6.0,9.0,17.0,8.0,1.0,1.0,3.0,Gameweek 12,2026,,
MGS Panserraikos,AE Kifisia,Away,Against,1.0,4.0,11.0,2.0,21.0,5.0,12.0,6.0,1.0,6.0,1.0,Gameweek 12,2026,,
Aris Thessaloniki,AEL Novibet,Home,For,0.0,7.0,14.0,4.0,18.0,1.0,14.0,7.0,1.0,8.0,3.0,Gameweek 12,2026,,
Aris Thessaloniki,AEL Novibet,Home,Against,1.0,0.0,21.0,6.0,2.0,9.0,20.0,7.0,3.0,1.0,3.0,Gameweek 12,2026,,
AEL Novibet,Aris Thessaloniki,Away,For,1.0,0.0,21.0,6.0,2.0,9.0,20.0,7.0,3.0,1.0,3.0,Gameweek 12,2026,,
AEL Novibet,Aris Thessaloniki,Away,Against,0.0,7.0,14.0,4.0,18.0,1.0,14.0,7.0,1.0,8.0,3.0,Gameweek 12,2026,,
APS Atromitos Athinon,Asteras Aktor,Home,For,0.0,7.0,15.0,2.0,11.0,4.0,29.0,12.0,1.0,4.0,2.0,Gameweek 12,2026,,
APS Atromitos Athinon,Asteras Aktor,Home,Against,0.0,6.0,18.0,1.0,9.0,6.0,22.0,11.0,1.0,6.0,4.0,Gameweek 12,2026,,
Asteras Aktor,APS Atromitos Athinon,Away,For,0.0,6.0,18.0,1.0,9.0,6.0,22.0,11.0,1.0,6.0,4.0,Gameweek 12,2026,,
Asteras Aktor,APS Atromitos Athinon,Away,Against,0.0,7.0,15.0,2.0,11.0,4.0,29.0,12.0,1.0,4.0,2.0,Gameweek 12,2026,,
GFS Panetolikos,Olympiacos FC,Home,For,0.0,3.0,8.0,0.0,6.0,22.0,13.0,10.0,0.0,2.0,1.0,Gameweek 12,2026,,
GFS Panetolikos,Olympiacos FC,Home,Against,0.0,9.0,11.0,0.0,24.0,4.0,23.0,14.0,0.0,5.0,1.0,Gameweek 12,2026,,
Olympiacos FC,GFS Panetolikos,Away,For,0.0,9.0,11.0,0.0,24.0,4.0,23.0,14.0,0.0,5.0,1.0,Gameweek 12,2026,,
Olympiacos FC,GFS Panetolikos,Away,Against,0.0,3.0,8.0,0.0,6.0,22.0,13.0,10.0,0.0,2.0,1.0,Gameweek 12,2026,,
APO Levadiakos,PAOK,Home,For,0.0,2.0,14.0,0.0,13.0,5.0,26.0,13.0,0.0,5.0,6.0,Gameweek 12,2026,,
APO Levadiakos,PAOK,Home,Against,1.0,5.0,14.0,2.0,14.0,3.0,33.0,11.0,1.0,6.0,2.0,Gameweek 12,2026,,
PAOK,APO Levadiakos,Away,For,1.0,5.0,14.0,2.0,14.0,3.0,33.0,11.0,1.0,6.0,2.0,Gameweek 12,2026,,
PAOK,APO Levadiakos,Away,Against,0.0,2.0,14.0,0.0,13.0,5.0,26.0,13.0,0.0,5.0,6.0,Gameweek 12,2026,,
Panathinaikos,AEK Athens,Home,For,1.0,5.0,18.0,5.0,14.0,3.0,26.0,16.0,2.0,5.0,0.0,Gameweek 12,2026,,
Panathinaikos,AEK Athens,Home,Against,1.0,2.0,22.0,5.0,7.0,6.0,25.0,22.0,2.0,4.0,1.0,Gameweek 12,2026,,
AEK Athens,Panathinaikos,Away,For,1.0,2.0,22.0,5.0,7.0,6.0,25.0,22.0,2.0,4.0,1.0,Gameweek 12,2026,,
AEK Athens,Panathinaikos,Away,Against,1.0,5.0,18.0,5.0,14.0,3.0,26.0,16.0,2.0,5.0,0.0,Gameweek 12,2026,,
Olympiacos FC,OFI Crete,Home,For,0.0,7.0,16.0,0.0,32.0,3.0,36.0,25.0,0.0,12.0,1.0,Gameweek 13,2026,,
Olympiacos FC,OFI Crete,Home,Against,0.0,0.0,8.0,2.0,2.0,12.0,18.0,15.0,1.0,1.0,3.0,Gameweek 13,2026,,
OFI Crete,Olympiacos FC,Away,For,0.0,0.0,8.0,2.0,2.0,12.0,18.0,15.0,1.0,1.0,3.0,Gameweek 13,2026,,
OFI Crete,Olympiacos FC,Away,Against,0.0,7.0,16.0,0.0,32.0,3.0,36.0,25.0,0.0,12.0,1.0,Gameweek 13,2026,,
NPS Volos,AE Kifisia,Home,For,0.0,8.0,13.0,4.0,16.0,7.0,23.0,11.0,0.0,5.0,0.0,Gameweek 13,2026,,
NPS Volos,AE Kifisia,Home,Against,0.0,8.0,15.0,4.0,21.0,6.0,16.0,21.0,1.0,8.0,1.0,Gameweek 13,2026,,
AE Kifisia,NPS Volos,Away,For,0.0,8.0,15.0,4.0,21.0,6.0,16.0,21.0,1.0,8.0,1.0,Gameweek 13,2026,,
AE Kifisia,NPS Volos,Away,Against,0.0,8.0,13.0,4.0,16.0,7.0,23.0,11.0,0.0,5.0,0.0,Gameweek 13,2026,,
Asteras Aktor,APO Levadiakos,Home,For,0.0,2.0,19.0,3.0,6.0,15.0,26.0,12.0,0.0,3.0,0.0,Gameweek 13,2026,,
Asteras Aktor,APO Levadiakos,Home,Against,0.0,9.0,6.0,1.0,14.0,3.0,24.0,13.0,1.0,5.0,1.0,Gameweek 13,2026,,
APO Levadiakos,Asteras Aktor,Away,For,0.0,9.0,6.0,1.0,14.0,3.0,24.0,13.0,1.0,5.0,1.0,Gameweek 13,2026,,
APO Levadiakos,Asteras Aktor,Away,Against,0.0,2.0,19.0,3.0,6.0,15.0,26.0,12.0,0.0,3.0,0.0,Gameweek 13,2026,,
AEL Novibet,Panathinaikos,Home,For,0.0,4.0,11.0,4.0,10.0,8.0,14.0,11.0,1.0,4.0,2.0,Gameweek 13,2026,,
AEL Novibet,Panathinaikos,Home,Against,1.0,5.0,10.0,4.0,14.0,8.0,26.0,12.0,1.0,8.0,2.0,Gameweek 13,2026,,
Panathinaikos,AEL Novibet,Away,For,1.0,5.0,10.0,4.0,14.0,8.0,26.0,12.0,1.0,8.0,2.0,Gameweek 13,2026,,
Panathinaikos,AEL Novibet,Away,Against,0.0,4.0,11.0,4.0,10.0,8.0,14.0,11.0,1.0,4.0,2.0,Gameweek 13,2026,,
PAOK,Aris Thessaloniki,Home,For,0.0,7.0,11.0,2.0,19.0,4.0,24.0,15.0,1.0,6.0,1.0,Gameweek 13,2026,,
PAOK,Aris Thessaloniki,Home,Against,0.0,2.0,11.0,0.0,9.0,13.0,16.0,8.0,0.0,3.0,1.0,Gameweek 13,2026,,
Aris Thessaloniki,PAOK,Away,For,0.0,2.0,11.0,0.0,9.0,13.0,16.0,8.0,0.0,3.0,1.0,Gameweek 13,2026,,
Aris Thessaloniki,PAOK,Away,Against,0.0,7.0,11.0,2.0,19.0,4.0,24.0,15.0,1.0,6.0,1.0,Gameweek 13,2026,,
AEK Athens,APS Atromitos Athinon,Home,For,0.0,5.0,14.0,1.0,17.0,5.0,18.0,19.0,0.0,9.0,0.0,Gameweek 13,2026,,
AEK Athens,APS Atromitos Athinon,Home,Against,0.0,0.0,14.0,3.0,5.0,8.0,13.0,11.0,0.0,2.0,1.0,Gameweek 13,2026,,
APS Atromitos Athinon,AEK Athens,Away,For,0.0,0.0,14.0,3.0,5.0,8.0,13.0,11.0,0.0,2.0,1.0,Gameweek 13,2026,,
APS Atromitos Athinon,AEK Athens,Away,Against,0.0,5.0,14.0,1.0,17.0,5.0,18.0,19.0,0.0,9.0,0.0,Gameweek 13,2026,,
MGS Panserraikos,GFS Panetolikos,Home,For,0.0,2.0,20.0,2.0,14.0,4.0,22.0,11.0,0.0,0.0,4.0,Gameweek 13,2026,,
MGS Panserraikos,GFS Panetolikos,Home,Against,0.0,0.0,14.0,3.0,6.0,7.0,29.0,16.0,0.0,2.0,2.0,Gameweek 13,2026,,
GFS Panetolikos,MGS Panserraikos,Away,For,0.0,0.0,14.0,3.0,6.0,7.0,29.0,16.0,0.0,2.0,2.0,Gameweek 13,2026,,
GFS Panetolikos,MGS Panserraikos,Away,Against,0.0,2.0,20.0,2.0,14.0,4.0,22.0,11.0,0.0,0.0,4.0,Gameweek 13,2026,,
APO Levadiakos,AEL Novibet,Home,For,0.0,9.0,9.0,1.0,18.0,2.0,20.0,12.0,0.0,6.0,2.0,Gameweek 14,2026,,
APO Levadiakos,AEL Novibet,Home,Against,0.0,2.0,20.0,3.0,3.0,11.0,17.0,10.0,2.0,1.0,3.0,Gameweek 14,2026,,
AEL Novibet,APO Levadiakos,Away,For,0.0,2.0,20.0,3.0,3.0,11.0,17.0,10.0,2.0,1.0,3.0,Gameweek 14,2026,,
AEL Novibet,APO Levadiakos,Away,Against,0.0,9.0,9.0,1.0,18.0,2.0,20.0,12.0,0.0,6.0,2.0,Gameweek 14,2026,,
OFI Crete,MGS Panserraikos,Home,For,0.0,8.0,16.0,4.0,11.0,9.0,14.0,15.0,2.0,4.0,3.0,Gameweek 14,2026,,
OFI Crete,MGS Panserraikos,Home,Against,0.0,5.0,12.0,3.0,8.0,4.0,22.0,12.0,3.0,3.0,4.0,Gameweek 14,2026,,
MGS Panserraikos,OFI Crete,Away,For,0.0,5.0,12.0,3.0,8.0,4.0,22.0,12.0,3.0,3.0,4.0,Gameweek 14,2026,,
MGS Panserraikos,OFI Crete,Away,Against,0.0,8.0,16.0,4.0,11.0,9.0,14.0,15.0,2.0,4.0,3.0,Gameweek 14,2026,,
AE Kifisia,Asteras Aktor,Home,For,0.0,6.0,17.0,1.0,20.0,10.0,26.0,22.0,1.0,6.0,0.0,Gameweek 14,2026,,
AE Kifisia,Asteras Aktor,Home,Against,0.0,4.0,10.0,3.0,9.0,11.0,25.0,17.0,1.0,3.0,4.0,Gameweek 14,2026,,
Asteras Aktor,AE Kifisia,Away,For,0.0,4.0,10.0,3.0,9.0,11.0,25.0,17.0,1.0,3.0,4.0,Gameweek 14,2026,,
Asteras Aktor,AE Kifisia,Away,Against,0.0,6.0,17.0,1.0,20.0,10.0,26.0,22.0,1.0,6.0,0.0,Gameweek 14,2026,,
GFS Panetolikos,AEK Athens,Home,For,0.0,2.0,13.0,2.0,5.0,7.0,10.0,7.0,0.0,0.0,1.0,Gameweek 14,2026,,
GFS Panetolikos,AEK Athens,Home,Against,0.0,3.0,14.0,2.0,13.0,8.0,12.0,10.0,1.0,10.0,2.0,Gameweek 14,2026,,
AEK Athens,GFS Panetolikos,Away,For,0.0,3.0,14.0,2.0,13.0,8.0,12.0,10.0,1.0,10.0,2.0,Gameweek 14,2026,,
AEK Athens,GFS Panetolikos,Away,Against,0.0,2.0,13.0,2.0,5.0,7.0,10.0,7.0,0.0,0.0,1.0,Gameweek 14,2026,,
APS Atromitos Athinon,PAOK,Home,For,0.0,3.0,16.0,3.0,7.0,5.0,20.0,18.0,0.0,2.0,1.0,Gameweek 14,2026,,
APS Atromitos Athinon,PAOK,Home,Against,0.0,9.0,11.0,1.0,11.0,2.0,24.0,15.0,1.0,2.0,4.0,Gameweek 14,2026,,
PAOK,APS Atromitos Athinon,Away,For,0.0,9.0,11.0,1.0,11.0,2.0,24.0,15.0,1.0,2.0,4.0,Gameweek 14,2026,,
PAOK,APS Atromitos Athinon,Away,Against,0.0,3.0,16.0,3.0,7.0,5.0,20.0,18.0,0.0,2.0,1.0,Gameweek 14,2026,,
Aris Thessaloniki,Olympiacos FC,Home,For,1.0,3.0,7.0,4.0,12.0,12.0,15.0,14.0,0.0,0.0,3.0,Gameweek 14,2026,,
Aris Thessaloniki,Olympiacos FC,Home,Against,1.0,5.0,12.0,3.0,15.0,9.0,20.0,7.0,2.0,5.0,1.0,Gameweek 14,2026,,
Olympiacos FC,Aris Thessaloniki,Away,For,1.0,5.0,12.0,3.0,15.0,9.0,20.0,7.0,2.0,5.0,1.0,Gameweek 14,2026,,
Olympiacos FC,Aris Thessaloniki,Away,Against,1.0,3.0,7.0,4.0,12.0,12.0,15.0,14.0,0.0,0.0,3.0,Gameweek 14,2026,,
Panathinaikos,NPS Volos,Home,For,0.0,6.0,21.0,2.0,7.0,5.0,28.0,21.0,1.0,2.0,2.0,Gameweek 14,2026,,
Panathinaikos,NPS Volos,Home,Against,0.0,5.0,17.0,6.0,11.0,7.0,19.0,13.0,2.0,4.0,1.0,Gameweek 14,2026,,
NPS Volos,Panathinaikos,Away,For,0.0,5.0,17.0,6.0,11.0,7.0,19.0,13.0,2.0,4.0,1.0,Gameweek 14,2026,,
NPS Volos,Panathinaikos,Away,Against,0.0,6.0,21.0,2.0,7.0,5.0,28.0,21.0,1.0,2.0,2.0,Gameweek 14,2026,,
Asteras Aktor,Aris Thessaloniki,Home,For,0.0,7.0,12.0,3.0,7.0,10.0,27.0,19.0,2.0,4.0,1.0,Gameweek 15,2026,,
Asteras Aktor,Aris Thessaloniki,Home,Against,0.0,3.0,19.0,3.0,11.0,5.0,30.0,17.0,1.0,1.0,4.0,Gameweek 15,2026,,
Aris Thessaloniki,Asteras Aktor,Away,For,0.0,3.0,19.0,3.0,11.0,5.0,30.0,17.0,1.0,1.0,4.0,Gameweek 15,2026,,
Aris Thessaloniki,Asteras Aktor,Away,Against,0.0,7.0,12.0,3.0,7.0,10.0,27.0,19.0,2.0,4.0,1.0,Gameweek 15,2026,,
NPS Volos,GFS Panetolikos,Home,For,0.0,4.0,13.0,3.0,9.0,12.0,16.0,13.0,0.0,3.0,2.0,Gameweek 15,2026,,
NPS Volos,GFS Panetolikos,Home,Against,0.0,9.0,14.0,1.0,14.0,7.0,12.0,11.0,1.0,4.0,2.0,Gameweek 15,2026,,
GFS Panetolikos,NPS Volos,Away,For,0.0,9.0,14.0,1.0,14.0,7.0,12.0,11.0,1.0,4.0,2.0,Gameweek 15,2026,,
GFS Panetolikos,NPS Volos,Away,Against,0.0,4.0,13.0,3.0,9.0,12.0,16.0,13.0,0.0,3.0,2.0,Gameweek 15,2026,,
Olympiacos FC,AE Kifisia,Home,For,0.0,18.0,11.0,0.0,29.0,5.0,28.0,18.0,0.0,6.0,3.0,Gameweek 15,2026,,
Olympiacos FC,AE Kifisia,Home,Against,1.0,1.0,18.0,5.0,5.0,14.0,12.0,26.0,2.0,1.0,0.0,Gameweek 15,2026,,
AE Kifisia,Olympiacos FC,Away,For,1.0,1.0,18.0,5.0,5.0,14.0,12.0,26.0,2.0,1.0,0.0,Gameweek 15,2026,,
AE Kifisia,Olympiacos FC,Away,Against,0.0,18.0,11.0,0.0,29.0,5.0,28.0,18.0,0.0,6.0,3.0,Gameweek 15,2026,,
AEL Novibet,APS Atromitos Athinon,Home,For,0.0,1.0,19.0,2.0,4.0,3.0,24.0,12.0,2.0,2.0,6.0,Gameweek 15,2026,,
AEL Novibet,APS Atromitos Athinon,Home,Against,0.0,4.0,18.0,5.0,9.0,1.0,27.0,14.0,3.0,0.0,1.0,Gameweek 15,2026,,
APS Atromitos Athinon,AEL Novibet,Away,For,0.0,4.0,18.0,5.0,9.0,1.0,27.0,14.0,3.0,0.0,1.0,Gameweek 15,2026,,
APS Atromitos Athinon,AEL Novibet,Away,Against,0.0,1.0,19.0,2.0,4.0,3.0,24.0,12.0,2.0,2.0,6.0,Gameweek 15,2026,,
PAOK,Panathinaikos,Home,For,0.0,7.0,13.0,1.0,16.0,5.0,22.0,15.0,0.0,11.0,1.0,Gameweek 15,2026,,
PAOK,Panathinaikos,Home,Against,0.0,3.0,11.0,3.0,3.0,7.0,23.0,10.0,1.0,1.0,9.0,Gameweek 15,2026,,
Panathinaikos,PAOK,Away,For,0.0,3.0,11.0,3.0,3.0,7.0,23.0,10.0,1.0,1.0,9.0,Gameweek 15,2026,,
Panathinaikos,PAOK,Away,Against,0.0,7.0,13.0,1.0,16.0,5.0,22.0,15.0,0.0,11.0,1.0,Gameweek 15,2026,,
AEK Athens,OFI Crete,Home,For,0.0,5.0,20.0,4.0,15.0,10.0,28.0,13.0,1.0,5.0,7.0,Gameweek 15,2026,,
AEK Athens,OFI Crete,Home,Against,0.0,3.0,15.0,4.0,12.0,6.0,18.0,19.0,1.0,3.0,0.0,Gameweek 15,2026,,
OFI Crete,AEK Athens,Away,For,0.0,3.0,15.0,4.0,12.0,6.0,18.0,19.0,1.0,3.0,0.0,Gameweek 15,2026,,
OFI Crete,AEK Athens,Away,Against,0.0,5.0,20.0,4.0,15.0,10.0,28.0,13.0,1.0,5.0,7.0,Gameweek 15,2026,,
MGS Panserraikos,APO Levadiakos,Home,For,2.0,2.0,14.0,2.0,8.0,11.0,15.0,19.0,0.0,1.0,2.0,Gameweek 15,2026,,
MGS Panserraikos,APO Levadiakos,Home,Against,0.0,7.0,10.0,2.0,17.0,5.0,29.0,17.0,0.0,6.0,4.0,Gameweek 15,2026,,
APO Levadiakos,MGS Panserraikos,Away,For,0.0,7.0,10.0,2.0,17.0,5.0,29.0,17.0,0.0,6.0,4.0,Gameweek 15,2026,,
APO Levadiakos,MGS Panserraikos,Away,Against,2.0,2.0,14.0,2.0,8.0,11.0,15.0,19.0,0.0,1.0,2.0,Gameweek 15,2026,,
AE Kifisia,AEL Novibet,Home,For,0.0,4.0,18.0,4.0,23.0,6.0,19.0,23.0,1.0,6.0,1.0,Gameweek 16,2026,,
AE Kifisia,AEL Novibet,Home,Against,1.0,4.0,14.0,4.0,13.0,21.0,20.0,19.0,0.0,7.0,1.0,Gameweek 16,2026,,
AEL Novibet,AE Kifisia,Away,For,1.0,4.0,14.0,4.0,13.0,21.0,20.0,19.0,0.0,7.0,1.0,Gameweek 16,2026,,
AEL Novibet,AE Kifisia,Away,Against,0.0,4.0,18.0,4.0,23.0,6.0,19.0,23.0,1.0,6.0,1.0,Gameweek 16,2026,,
APS Atromitos Athinon,Olympiacos FC,Home,For,0.0,2.0,16.0,3.0,4.0,5.0,33.0,18.0,2.0,2.0,3.0,Gameweek 16,2026,,
APS Atromitos Athinon,Olympiacos FC,Home,Against,0.0,5.0,15.0,2.0,9.0,4.0,33.0,11.0,0.0,5.0,2.0,Gameweek 16,2026,,
Olympiacos FC,APS Atromitos Athinon,Away,For,0.0,5.0,15.0,2.0,9.0,4.0,33.0,11.0,0.0,5.0,2.0,Gameweek 16,2026,,
Olympiacos FC,APS Atromitos Athinon,Away,Against,0.0,2.0,16.0,3.0,4.0,5.0,33.0,18.0,2.0,2.0,3.0,Gameweek 16,2026,,
